UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2012,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2013,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,PUDUCHERRY,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,PUDUCHERRY,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,PUDUCHERRY,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,PUDUCHERRY,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2016,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,PUDUCHERRY,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,PUDUCHERRY,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,272.966,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,6.756,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2017,2185.84,0
UTILITY,RAJASTHAN,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2017,5658.46,0
CAPTIVE,RAJASTHAN,CAPTIVE,SOLAR,RENEWABLE,2017,2.727,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2017,47.984,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,340.84,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,8.69,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2018,3925.33,0
UTILITY,RAJASTHAN,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2018,5752.9,0
CAPTIVE,RAJASTHAN,CAPTIVE,SOLAR,RENEWABLE,2018,8.054,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2018,70.013,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,345.09,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,5.181,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2019,5109.351,0
UTILITY,RAJASTHAN,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2019,6403.776,0
CAPTIVE,RAJASTHAN,CAPTIVE,SOLAR,RENEWABLE,2019,78.41,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2019,54.383,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,389.944,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,9.751,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2020,7776.561,0
UTILITY,RAJASTHAN,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2020,6155.801,0
CAPTIVE,RAJASTHAN,CAPTIVE,SOLAR,RENEWABLE,2020,273.046,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2020,115.51,0
UTILITY,RAJASTHAN,UTILITY-RE,RENEWABLES,RENEWABLE,2006,475.05,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2006,0,0
UTILITY,RAJASTHAN,UTILITY-RE,RENEWABLES,RENEWABLE,2007,552.15,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2007,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2008,629.605,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,52.816,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2008,0.21,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2008,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2009,862.844,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,70.95,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2009,0.21,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2009,16.18,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2010,1271.713,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,70.95,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2010,0.21,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2010,15.09,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2011,1782.011,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,166.154,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2011,7.202,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2011,236,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2012,2419.62,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,188.822,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2012,276.413,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2013,3137.099,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,206.956,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2013,773.229,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2013,4.51,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2014,3254.244,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,229.624,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2014,1021.043,0
CAPTIVE,RAJASTHAN,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2014,29.68,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2015,3866.672,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,252.292,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2015,1317.525,0
CAPTIVE,RAJASTHAN,CAPTIVE,SOLAR,RENEWABLE,2015,0.02,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2015,25.6,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,245.491,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,5.059,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2016,1775.994,0
UTILITY,RAJASTHAN,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2016,4667.058,0
CAPTIVE,RAJASTHAN,CAPTIVE,SOLAR,RENEWABLE,2016,1.21,0
CAPTIVE,RAJASTHAN,CAPTIVE,WIND,RENEWABLE,2016,45.32,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,1226.476,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,93.787,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2017,1898.34,0
UTILITY,TAMILNADU,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2017,11935.26,0
CAPTIVE,TAMILNADU,CAPTIVE,SOLAR,RENEWABLE,2017,14.505,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2017,1131.094,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,729.73,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,186.14,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2018,2906.01,0
UTILITY,TAMILNADU,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2018,12358,0
CAPTIVE,TAMILNADU,CAPTIVE,SOLAR,RENEWABLE,2018,36.833,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2018,1068.04,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,395.166,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,347.973,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2019,3554.503,0
UTILITY,TAMILNADU,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2019,12600.848,0
CAPTIVE,TAMILNADU,CAPTIVE,SOLAR,RENEWABLE,2019,296.803,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2019,1040.725,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,454.575,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,235.76,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2020,4946.629,0
UTILITY,TAMILNADU,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2020,14126.93,0
CAPTIVE,TAMILNADU,CAPTIVE,SOLAR,RENEWABLE,2020,344.971,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2020,1788.011,0
UTILITY,TAMILNADU,UTILITY-RE,RENEWABLES,RENEWABLE,2006,3444.28,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2006,187.86,0
UTILITY,TAMILNADU,UTILITY-RE,RENEWABLES,RENEWABLE,2007,5497.81,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2007,165,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,156.011,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2008,3700.112,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,605.095,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2008,0.024,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2008,261.3,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,156.62,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2009,4111.926,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,695.079,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2009,0.024,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2009,428.86,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,156.62,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2010,4687.204,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,824.221,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2010,0.024,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2010,468.78,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,167.925,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2011,5639.982,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,1016.893,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2011,2.412,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2011,557.51,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,214.015,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2012,6674.97,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,1109.584,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2012,7.189,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,214.015,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2013,6841.759,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,1122.082,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2013,8.17,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2013,1158.03,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,214.015,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2014,6944.278,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,1189.986,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2014,46.982,0
CAPTIVE,TAMILNADU,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2014,1234.43,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,214.015,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2015,7121.479,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,1379.534,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2015,68.104,0
CAPTIVE,TAMILNADU,CAPTIVE,SOLAR,RENEWABLE,2015,1.82,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2015,1662.31,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,1337.042,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,214.015,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2016,507.18,0
UTILITY,TAMILNADU,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,TAMILNADU,UTILITY-RE,WIND,RENEWABLE,2016,7273.232,0
CAPTIVE,TAMILNADU,CAPTIVE,SOLAR,RENEWABLE,2016,7.461,0
CAPTIVE,TAMILNADU,CAPTIVE,WIND,RENEWABLE,2016,1004.23,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2017,5.68,0
UTILITY,DELHI,UTILITY-RE,RENEWABLES,RENEWABLE,2017,139.05,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,DELHI,CAPTIVE,SOLAR,RENEWABLE,2017,0.126,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2018,13.41,0
UTILITY,DELHI,UTILITY-RE,RENEWABLES,RENEWABLE,2018,227.69,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,DELHI,CAPTIVE,SOLAR,RENEWABLE,2018,0.125,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2019,10.835,0
UTILITY,DELHI,UTILITY-RE,RENEWABLES,RENEWABLE,2019,276.81,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,DELHI,CAPTIVE,SOLAR,RENEWABLE,2019,0.111,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2020,136.304,0
UTILITY,DELHI,UTILITY-RE,RENEWABLES,RENEWABLE,2020,287.388,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,DELHI,CAPTIVE,SOLAR,RENEWABLE,2020,0.234,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2020,0,0
UTILITY,DELHI,UTILITY-RE,RENEWABLES,RENEWABLE,2006,0,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2006,0,0
UTILITY,DELHI,UTILITY-RE,RENEWABLES,RENEWABLE,2007,0,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2007,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,0,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0,0
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2008,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2009,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,0,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0,0
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2010,0.014,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2010,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,0,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0,0
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2011,0.615,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2011,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,0,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2012,124.868,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2012,0.727,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,0,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2013,124.868,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2013,0.735,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2013,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,0,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2014,124.868,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2014,1.481,0
CAPTIVE,DELHI,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,0,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
