UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2012,0.024,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,18.1,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2013,0.02,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,18.101,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2014,0.024,0
CAPTIVE,ARUNACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,ARUNACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,18.223,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2015,0.024,0
CAPTIVE,ARUNACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,ARUNACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,18.223,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2016,0.216,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,ARUNACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,ARUNACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,59.1,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2017,0,0
UTILITY,MEGHALAYA,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,SOLAR,RENEWABLE,2017,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,70.56,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2018,0,0
UTILITY,MEGHALAYA,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,SOLAR,RENEWABLE,2018,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,50.51,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,MEGHALAYA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,SOLAR,RENEWABLE,2019,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,62.73,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2020,0,0
UTILITY,MEGHALAYA,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,SOLAR,RENEWABLE,2020,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,WIND,RENEWABLE,2020,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2012,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2013,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,65.96,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2016,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,MEGHALAYA,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,92.728,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2017,0,0
UTILITY,NAGALAND,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,NAGALAND,CAPTIVE,SOLAR,RENEWABLE,2017,0,0
CAPTIVE,NAGALAND,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,91,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2018,0,0
UTILITY,NAGALAND,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,NAGALAND,CAPTIVE,SOLAR,RENEWABLE,2018,0,0
CAPTIVE,NAGALAND,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,87.458,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,NAGALAND,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,NAGALAND,CAPTIVE,SOLAR,RENEWABLE,2019,0,0
CAPTIVE,NAGALAND,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,75.87,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2020,0,0
UTILITY,NAGALAND,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,NAGALAND,CAPTIVE,SOLAR,RENEWABLE,2020,0,0
CAPTIVE,NAGALAND,CAPTIVE,WIND,RENEWABLE,2020,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,82.939,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,82.939,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,82.939,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,82.939,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,82.939,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2012,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,82.939,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2013,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,85.832,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,NAGALAND,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,NAGALAND,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,85.832,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,NAGALAND,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,NAGALAND,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,88.725,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2016,0,0
UTILITY,NAGALAND,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,NAGALAND,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,NAGALAND,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,12.16,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,27.54,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2017,1738.28,0
UTILITY,GUJARAT,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2017,7792.79,0
CAPTIVE,GUJARAT,CAPTIVE,SOLAR,RENEWABLE,2017,0,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2017,841.971,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,32.65,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,42.93,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2018,2048.4,0
UTILITY,GUJARAT,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2018,9736,0
CAPTIVE,GUJARAT,CAPTIVE,SOLAR,RENEWABLE,2018,0,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2018,757.933,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,80.371,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,86.189,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2019,2410.325,0
UTILITY,GUJARAT,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2019,11389.291,0
CAPTIVE,GUJARAT,CAPTIVE,SOLAR,RENEWABLE,2019,58.91,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2019,671.304,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,122.974,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,194.798,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2020,3631.856,0
UTILITY,GUJARAT,UTILITY-RE,RENEWABLES,RENEWABLE,2020,18.766,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2020,13748.528,0
CAPTIVE,GUJARAT,CAPTIVE,SOLAR,RENEWABLE,2020,75.143,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2020,1467.741,0
UTILITY,GUJARAT,UTILITY-RE,RENEWABLES,RENEWABLE,2006,284.06,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2006,20.05,0
UTILITY,GUJARAT,UTILITY-RE,RENEWABLES,RENEWABLE,2007,454.91,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2007,23.11,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,15.295,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2008,2021.429,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0.207,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2008,0.589,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2008,84.82,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,15.295,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2009,2527.391,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0.207,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2009,0.589,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2009,76.62,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,27.53,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2010,3006.78,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0.207,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2010,108.33,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,34.085,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2011,3511.452,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0.207,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2011,6.691,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2011,104.32,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,34.085,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2012,4785.796,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,8.477,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2012,809.424,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,34.085,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2013,5121.867,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,12.612,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2013,1147.986,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2013,396.27,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,34.085,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2014,5573.167,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,18.153,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2014,1226.266,0
CAPTIVE,GUJARAT,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2014,421.17,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,36.27,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2015,5880.842,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,23.115,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2015,1338.201,0
CAPTIVE,GUJARAT,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2015,770.8,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,23.28,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,36.27,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2016,1497.6,0
UTILITY,GUJARAT,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2016,6514.102,0
CAPTIVE,GUJARAT,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,GUJARAT,CAPTIVE,WIND,RENEWABLE,2016,783.54,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,325.356,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2017,0.77,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2017,0,0
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,324.37,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2018,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2018,0,0
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,312.196,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2019,0,0
